Label,xcoord,ycoord
20,2.280936462,1.842880203
20,2.176621553,1.542643833
20,2.61689778,1.431706934
20,2.188019849,1.170692488
20,2.182401902,1.063932857
20,2.788444721,1.370363978
20,2.392355129,1.991274345
20,2.026362318,1.141344985
20,2.986263244,1.317318836
20,2.103503327,1.830220204
71,3.810372417,1.0812196
71,3.254991251,1.693976816
71,3.133454785,1.518276146
71,3.746840089,1.366837122
71,3.66170756,1.907451832
71,3.621043892,1.21207012
71,3.966462982,1.793290607
71,3.602046599,1.173599873
71,3.546941507,1.161443485
71,3.269114351,1.538484265
71,3.326443634,1.339913778
71,3.633613747,1.798520636
71,3.778376958,1.724615998
71,3.050860149,1.833587266
71,3.822391778,1.954964557
71,3.526617315,1.66652141
71,3.871358312,1.59666117
71,3.425010549,1.868318082
71,3.672835129,1.242961199
71,3.015780345,1.616090722
71,3.500925702,1.942074265
71,3.868520895,1.902198949
71,3.633749411,1.680202972
71,3.443324383,1.211424244
71,3.031857822,1.279140295
71,3.905842039,1.584407235
71,3.020203616,1.089156649
71,3.481758676,1.736447391
71,3.602773732,1.426701523
71,3.40298625,1.146742965
71,3.619600364,1.422797102
71,3.85586282,1.632315155
71,3.571556346,1.128178373
71,3.603683447,1.590033987
71,3.025450112,1.138802997
71,3.416724302,1.990876713
71,3.457651641,1.103614787
71,3.230079397,1.739063451
71,3.62287951,1.86015722
71,3.668550815,1.545727001
71,3.281028481,1.053818039
71,3.301177474,1.92931558
71,3.647355719,1.344303868
71,3.133042958,1.929693153
71,3.806955482,1.901800049
71,3.561279506,1.942114608
71,3.037264096,1.597597769
71,3.690605165,1.144294997
71,3.505575134,1.721035174
71,3.470562373,1.822044506
71,3.239796777,1.588776769
71,3.788593318,1.985558083
71,3.614185754,1.229940443
71,3.420387656,1.100430632
71,3.053957582,1.376108507
71,3.330254689,1.460867002
71,3.084921601,1.077180049
71,3.827779405,1.855724448
71,3.012388609,1.064389845
71,3.766084189,1.57393306
71,3.622297619,1.872129375
71,3.552864202,1.305064906
71,3.628712751,1.812673914
71,3.790174554,1.953654305
71,3.723538059,1.465861424
71,3.97373491,2.000989888
71,3.672274082,1.682983014
71,3.188334933,1.92986239
71,3.493070583,1.604659026
71,3.567169212,1.925912368
71,3.979669221,1.897310239
201,2.199179739,5.515175658
201,2.743547909,5.699101922
201,2.406351452,5.936041885
201,2.336331109,5.872672893
201,2.945956185,5.435830685
201,2.334804686,5.738445912
201,2.548929032,5.807664108
201,2.06079264,5.771500465
201,2.970544774,5.351056835
201,2.429218179,5.717073919
201,2.393422942,5.249255403
201,2.018554459,5.496988246
201,2.850557806,5.193175087
201,2.536324984,5.63943656
201,2.594584619,5.316147732
201,2.477538619,5.395345125
201,2.092449671,5.995387926
201,2.553401986,5.014069736
201,2.599859795,5.398033684
201,2.5935589,5.753703785
201,2.875204397,5.884691773
201,2.511306098,5.67078034
201,2.802083113,5.471446277
201,2.955205066,5.387421909
201,2.188961515,5.320103079
201,2.693908567,5.836057787
201,2.007039671,5.372796953
201,2.170288025,5.760124296
201,2.934916338,5.220256587
201,2.574893248,5.289454155
201,2.441288757,5.841236616
201,2.048033141,5.610933723
201,2.352287011,5.242503082
201,2.375608767,5.808656357
201,2.755877325,5.635539329
201,2.215583825,5.048898668
201,2.148731696,5.535168528
201,2.052724336,5.028407017
201,2.687367175,5.901019826
201,2.87359223,5.233052034
201,2.147542695,5.779608316
201,2.850489954,5.094064592
201,2.990490813,5.155125179
201,2.835592066,5.512188114
201,2.839775138,5.167592425
201,2.984502409,5.875001989
201,2.714090775,5.158752713
201,2.440818988,5.098427817
201,2.853517754,5.532480043
201,2.981895248,5.549962431
201,2.242770187,5.212378174
201,2.716629616,5.601142077
201,2.752250902,5.5822545
201,2.879573921,5.675796155
201,2.486169083,5.527822748
201,2.55239751,5.93693045
201,2.953820459,5.208791272
201,2.247212742,5.163713703
201,2.856676368,5.385285118
201,2.176007916,5.911936971
201,2.55624911,5.750802127
201,2.257312998,5.365016527
201,2.663039094,5.137007151
201,2.390692928,5.403546618
201,2.18417376,5.592952262
201,2.660338068,5.251083372
201,2.193775963,5.841804867
201,2.661239824,5.52906028
201,2.259357796,5.614502069
201,2.308123141,5.866165224
201,2.029439359,5.480728311
201,2.008548977,5.948936046
201,2.032174362,5.1755926
201,2.025845844,5.473752462
201,2.691993856,5.486721835
201,2.411501024,5.163491718
201,2.782389846,5.28516847
201,2.211167805,5.158254895
201,2.795029171,5.038131349
201,2.036664099,5.880274737
201,2.699049722,5.51872717
201,2.671531353,5.788898429
201,2.051482928,5.292206439
201,2.025797593,5.106269088
97,2.437660455,2.557342327
97,2.809165193,2.32914122
97,2.906147931,2.769189966
97,2.883206908,2.327403685
97,2.269358194,2.439829296
97,2.291145851,2.499225467
97,2.584436807,2.55290519
97,2.533535473,2.246076082
97,2.627922176,2.04868188
97,2.71754082,2.07504409
97,2.189972271,2.619728521
97,2.092235877,2.442897329
97,2.949834433,2.975850601
97,2.105411288,2.780918715
97,2.633306795,2.051001951
97,2.79135877,2.091990609
97,2.688648972,2.674146245
97,2.273905396,2.068854619
97,2.540309697,2.220888126
97,2.438664498,2.850277722
97,2.608612164,2.45569218
97,2.175980199,2.860164031
97,2.519269168,2.544577203
97,2.836804526,2.131920474
97,2.512498437,2.024425773
97,2.254635471,2.729336949
97,2.567043477,2.153191539
97,2.338645064,2.585150491
97,2.426551645,2.505426853
97,2.977832068,2.586185987
97,2.471044643,2.251727155
141,5.346688185,4.69282333
97,2.428121716,2.945712216
97,2.596503515,2.220808163
97,2.660938989,2.595465688
97,2.257136976,2.15990573
97,2.780581959,2.245936987
97,2.41129531,2.021801198
97,2.330121419,2.402261008
97,2.838333175,2.368284209
97,2.761000854,2.31216575
97,2.632277714,2.14013079
97,2.528682312,2.315989181
97,2.929479287,2.244196487
97,2.991301821,2.949391441
97,2.442844511,2.221894633
97,2.272358509,2.271982177
97,2.687367035,2.412874466
97,2.391810138,2.235987759
97,2.81341662,2.24165362
97,2.245646027,2.802796747
97,2.221110619,2.824704157
97,2.012104316,2.447746456
97,2.875251692,2.65516235
97,2.307769436,2.267581076
97,2.648110802,2.825303891
97,2.199513816,2.722534372
97,2.495858735,2.14315309
97,2.256920991,2.074198285
97,2.251922983,2.477523467
97,2.364709662,2.194041627
97,2.471742034,2.411131995
97,2.24493118,2.534553103
97,2.216088345,2.059603559
97,2.532573691,2.518529772
97,2.902913823,2.831055144
97,2.651803073,2.22028729
97,2.20299925,2.032308006
97,2.602571049,2.52502717
97,2.844487845,2.871570006
97,2.900734589,2.677867576
97,2.695123385,2.886363302
97,2.998836181,2.780536088
97,2.763480917,2.078862502
97,2.054204965,2.916041348
97,2.95712509,2.132382529
97,2.405638091,2.464600843
97,2.190632753,2.408545828
97,2.377982634,2.869598278
97,2.202577725,2.114541743
97,2.269236396,2.352863777
97,2.393809073,2.924975348
97,2.23595455,2.278051513
97,2.412936358,2.742106521
97,2.814711135,2.437938414
97,2.07019438,2.782303146
97,2.229828047,2.716215422
97,2.777726039,2.36054075
97,2.840181381,2.727801905
97,2.826234763,2.158118485
97,2.701419368,2.798457579
97,2.607628946,2.601588828
97,2.30240565,2.135941332
97,2.62168557,2.118115787
97,2.887133641,2.090174964
97,2.968901375,2.582665884
54,6.83756309,11.68293506
54,6.284115644,11.57311284
54,6.722384936,11.20437662
54,6.956170704,11.27262476
54,6.960336317,11.10382347
54,6.592456147,11.74483611
54,6.210059423,11.18233213
54,6.484674961,11.96835873
54,6.590553267,11.93920841
54,6.470852845,11.09926945
54,6.347999699,11.53823831
54,7.020309425,11.24611283
54,6.37092762,11.12843239
54,6.672267074,11.32598916
54,6.763528135,11.17973366
54,6.831811558,11.55548659
54,6.421152242,11.80505849
54,7.017321918,11.97486839
54,6.239970985,11.25062747
54,7.003808132,11.94448906
54,6.356000693,11.47461041
54,6.983078506,11.3426123
54,6.917207853,11.65727618
54,6.07223955,11.04032731
54,6.480079966,11.7918383
54,6.732795374,11.00839557
54,6.843242214,11.93937276
54,6.032679971,11.03226041
54,6.452151409,11.26553177
54,6.22564841,11.6847705
97,2.750990983,2.170702121
97,2.679791538,2.36678074
141,5.687179198,4.420302473
141,5.098005883,4.946268486
141,5.640041808,4.519738669
141,5.784001313,4.768583672
141,5.332837322,4.531286714
141,5.427977865,4.714238437
141,5.849536271,4.262729037
141,5.762340003,4.05400414
141,5.054040189,4.192471689
141,5.089369167,4.729055193
141,5.53812047,4.508452281
141,5.920029954,4.213655337
141,5.911139202,4.403064402
141,5.772647285,4.558516013
141,5.577739284,4.643455123
141,5.250088208,4.605470664
141,5.034823711,4.211677976
141,5.449762071,4.60091193
141,5.911292808,4.267995098
141,5.704628345,4.798545684
141,5.678855289,4.450674315
141,5.992106645,4.713901279
141,5.441322916,4.626146797
141,5.366417468,4.839862975
141,5.420225088,4.49964872
141,5.652131873,4.361479871
141,5.716627092,4.160501266
141,5.376528376,4.360769048
141,5.754039296,4.828267733
141,5.133140094,4.324505406
141,5.473076586,4.729450187
141,5.127927137,4.70464502
141,5.012853101,4.984123494
141,5.597375945,4.169882341
141,5.304832401,4.974642721
141,5.123154083,4.639071988
141,5.998688667,4.326234334
141,5.933560502,4.076557013
141,5.251497039,4.46779488
141,5.992778194,4.260218697
141,5.81418362,4.739534582
141,5.663443581,4.276748512
141,5.37104153,4.262940174
141,5.134239425,4.389784322
141,5.37919306,4.403329878
141,5.601599734,4.782353337
141,5.758589517,4.175061751
141,5.068445771,4.370868956
141,5.032411534,4.019212034
141,5.806310533,4.034879597
141,5.051644636,4.036799509
141,5.081625163,4.981849533
141,5.385211828,4.051626446
141,5.820382389,4.285336458
141,5.010977184,5.010765782
141,5.215762198,4.487971642
141,5.050770074,4.653843557
141,5.139249065,4.484824128
141,5.793515304,4.278579697
141,5.034465976,4.139499101
141,5.71485171,4.38269779
141,5.194802455,4.935556661
141,5.911062284,4.897270798
141,5.660485444,4.701211327
141,5.436365489,5.008525803
141,5.147821628,4.987691727
141,5.607515208,4.02421034
141,5.360368259,4.399092156
141,5.759066072,5.005475441
141,5.251355836,4.103507876
141,5.08382221,4.151471198
141,5.394923149,4.740957376
141,5.477563087,4.065346311
141,5.923288612,4.097322939
141,5.125905491,4.958139403
141,5.826278395,4.552687932
141,5.916142606,4.3491384
141,5.50856104,4.33328857
141,5.362232696,4.059170209
141,5.006881827,4.042740696
141,5.035770371,4.15633223
141,5.599001989,4.605328494
141,5.310603974,4.835148248
141,5.224197694,4.813520832
141,5.931390384,4.855753565
141,5.562662921,5.008483486
141,5.060151549,4.458372602
141,5.267287772,4.459065256
141,5.04894312,4.780922034
141,5.587398985,4.355259931
141,5.757599052,4.828586063
141,5.00484576,4.91785866
141,5.6216913,4.795887399
141,5.62335072,4.998068817
141,5.303163722,4.200540076
141,5.26735101,4.963526747
141,5.481278196,4.94424796
141,5.939279422,4.882540708
141,5.779401877,4.917745791
141,5.550883115,4.893204196
141,5.120070609,4.68672687
141,5.089799144,4.580941808
141,5.848528926,4.214659845
141,5.737018331,4.068180391
141,5.511440227,4.457009758
141,5.184031449,4.804021235
141,5.514354507,4.11607166
141,5.35883146,4.451514455
141,5.514953236,4.074369988
141,5.177143392,4.559739163
141,5.545617339,4.052528597
141,5.602648245,4.317508959
141,5.064694945,4.649047985
141,5.991735378,4.924002569
141,5.901652801,4.914376243
141,5.094595933,4.039564576
141,5.467107034,4.362435271
141,5.055099622,4.331591473
141,5.856934498,5.008069243
141,5.0830746,5.000475178
141,5.721354965,4.312933011
141,5.894986763,4.983370094
141,5.632810092,4.43633914
141,5.52327074,4.095325988
141,5.687548228,4.185417742
141,5.94347376,4.31225162
141,5.728408019,4.569581094
141,5.687874773,4.912595549
95,3.102260465,5.272241888
95,3.49428397,5.404313062
95,3.091498875,5.739950255
95,3.809264812,5.595662913
95,3.509208406,5.679965814
95,3.27411146,5.869641427
95,3.36972638,5.63749449
95,3.39497012,5.05041424
95,3.473895586,5.384556389
95,3.442219238,5.38751613
95,3.697617686,5.693689562
85,5.21329717,6.895299928
85,5.239021702,6.93655341
85,5.141167988,6.772037855
85,5.985838006,6.881453534
85,5.945842639,6.655984045
85,5.258339721,6.882125359
85,5.441921367,6.010330247
85,5.152339701,6.179348894
85,5.652898121,6.495778288
85,5.554286619,6.708021855
85,5.188215389,6.879067837
85,5.28714273,6.373347537
85,5.460121301,6.525485463
85,5.483941641,6.835853842
85,5.412461886,6.423942882
85,5.168860522,6.138767454
85,5.026311619,6.406662678
85,5.400736778,6.666427393
85,5.618649468,6.900245592
85,5.787003708,6.591199111
85,5.352313197,6.209025057
95,3.751391546,5.458022352
95,3.951892474,5.470441832
95,3.492235642,5.427427731
95,3.208757108,5.79820248
95,3.091208475,5.447683536
95,3.541246202,5.473400729
95,3.196075641,5.650333426
95,3.437412283,5.371684816
95,3.488901063,5.568146537
95,3.497294994,5.90084624
95,3.988006249,5.489597541
95,3.262859175,5.432533892
95,3.0985769,5.962106111
95,3.02769248,5.910747148
95,3.400107144,5.313084085
95,3.513196161,5.174838065
95,3.28195352,5.071620429
95,3.847196859,5.431760634
95,3.105911549,5.00520772
95,3.425484265,5.857215675
95,3.253019231,5.309124475
95,3.099860077,5.961708
95,3.859225412,5.061588161
95,3.719013968,5.198460611
95,3.171002758,5.058624549
95,3.633378922,5.956143062
95,3.407791107,5.78942697
95,3.887489861,5.824343125
95,3.480890939,5.383755189
95,3.967490784,5.337270338
95,3.530711153,5.050189345
95,3.169218251,5.23534174
95,3.541056856,5.818988957
95,3.408005875,5.153294008
95,3.027218684,5.876189728
95,3.197450991,5.644356378
95,3.51449701,5.051899344
95,3.128433393,5.713514919
95,3.54272414,5.252554979
95,3.974174576,5.287565078
95,3.364850445,5.455484084
95,3.954216024,5.477707626
95,3.638447299,5.156704522
95,3.052894067,5.115571979
95,3.724015767,5.800052586
95,3.119929271,5.20666775
95,3.976188193,5.416760084
95,3.044111597,5.131003575
95,3.308510127,5.362788068
95,3.95699925,5.873240735
95,3.776055909,5.477212882
95,3.289466228,5.266864629
95,3.616568838,5.098856286
95,3.30895057,5.025949886
95,3.232194629,5.094829855
95,3.584797057,5.400860399
95,3.683053694,5.794006195
95,3.012320144,5.024803318
95,3.490849174,5.319427424
95,3.325559785,5.88690855
95,3.350795631,5.462147051
95,3.081472996,5.218927595
95,4.003749637,5.126118951
95,3.677800585,5.919522728
141,5.676871118,4.041822346
141,5.755971922,4.166083557
141,5.083758156,4.184206569
141,5.064932406,4.259448578
141,5.864598476,4.67485131
141,5.889844397,4.940539293
141,5.777663479,4.801642168
141,5.669786747,4.726732992
141,5.020155003,4.755152812
141,5.46903006,4.663452889
141,5.244275434,4.655015633
141,5.600561726,4.096337883
95,3.048883599,5.180369781
95,3.042032717,5.033728532
95,3.60473746,5.14786524
95,3.39631708,5.202408567
95,3.711372524,5.74166883
95,3.248639049,5.972090787
95,3.413099139,5.446166364
95,3.050174275,5.100923329
95,3.77183775,5.509804885
95,3.300368855,5.017692211
95,3.622614574,5.920570578
95,3.187865444,5.482748033
95,3.507631242,5.519412472
95,3.356611021,5.75898713
95,3.726751645,5.640196711
95,3.50836217,5.055812105
95,3.094502568,5.568410444
95,3.69697118,5.447464253
95,3.687333622,5.712603149
95,3.508866313,5.01896658
100,7.863914948,11.06876563
100,7.224198053,11.33621479
100,7.038842626,11.82604617
100,7.164779131,11.94861571
100,7.228042012,11.00222781
100,7.820906003,11.39692393
100,7.054254806,11.51599447
100,7.858960111,11.94642456
100,7.680118237,11.91872169
100,7.431204216,11.75011993
100,7.684348085,11.80350448
100,7.030735591,11.05917745
100,7.352179256,11.68512761
100,7.517373933,11.00289937
100,7.503078611,11.00586977
100,7.652143092,11.95898047
100,7.329237066,11.32207478
100,7.7698162,11.48526436
100,7.73662975,11.3176477
100,7.804355694,11.11067206
100,7.393079708,11.30468584
100,7.605344628,11.22575118
100,7.364981524,11.13438486
100,7.494250167,11.74596223
100,7.30192837,11.26591032
100,7.728230101,11.65773836
100,7.092974711,11.75261992
100,7.997054362,11.21046342
100,7.0218811,11.6447458
100,7.874155385,11.82479048
100,7.894193947,11.30001094
100,7.166972688,11.30250161
100,7.840257962,11.72900764
100,7.637345029,11.52606447
100,7.633356103,11.54296367
100,7.941712949,11.18978243
100,7.309833031,11.50380561
100,7.829019851,11.05411558
100,7.411718237,11.02407006
100,7.449557668,11.42852595
100,7.797840308,11.64125982
100,7.923491177,11.69310099
100,7.79886496,11.51294606
100,7.838301208,11.00524044
100,7.354782057,11.43613655
100,7.009900276,11.82448875
100,7.082071883,11.32807798
100,7.145498219,11.25440829
100,7.399099791,11.84439197
100,7.925770935,11.4280803
100,7.448003599,11.65916044
100,7.730146294,11.16752496
100,7.121131072,11.64753926
100,7.113917495,11.43876595
100,7.163737527,11.20373751
100,7.050085942,11.34900685
100,7.99263219,11.82322397
100,7.895274702,11.84440093
100,7.489496452,11.82157618
100,7.615753419,11.35207824
100,7.309749559,11.98093225
100,7.830310944,11.457773
100,7.370753479,11.369434
100,7.789298932,11.78502463
85,5.397730516,6.514189059
85,5.809568095,6.824854852
85,5.152169576,6.51379102
85,5.148684839,6.560359123
85,5.944186738,6.922442724
85,5.854254511,6.060597676
85,5.689780786,6.016157554
85,5.461826056,6.802525893
85,5.250894843,6.138531677
85,5.346460544,6.758145229
85,5.415617762,6.560849028
85,5.938603144,6.05836908
85,5.287043357,6.82318901
85,5.152118216,6.657288469
85,5.371263534,6.440200007
85,5.028101587,6.769383094
85,5.361664828,6.723151344
85,5.181762266,6.489586674
85,5.620844716,6.9857885
85,5.437445464,6.209126739
85,5.13652783,6.616380733
85,5.783896957,6.583370225
85,5.162171148,6.670554155
85,5.961498782,6.197074794
85,5.996537413,6.338097628
85,5.438361882,6.639022761
85,5.614411976,6.237272096
85,5.451330736,6.218555364
85,5.74844957,6.584457153
85,5.447565488,6.298740466
85,5.103707906,6.531769845
85,5.664684573,6.041492741
85,5.931562431,6.493769663
85,5.648558354,6.255394289
85,5.710060405,6.718993995
85,5.67413326,6.601810501
85,5.286542443,6.281427803
85,5.546514656,6.944474204
85,5.67912756,6.437315368
85,5.64936808,6.604551078
85,5.448584822,6.031453718
85,5.45824868,6.782304791
85,5.775457125,6.670103734
85,5.785212769,6.487168082
85,5.358569931,6.310124785
85,5.215058108,6.54016503
85,5.273437876,6.795764782
85,5.009090409,6.64296247
85,5.03999579,6.045118967
85,5.597736338,6.339894375
85,5.581998969,6.608097604
85,5.856832634,6.220570123
85,5.887624665,6.282857617
85,5.731813855,6.022227615
85,5.749625347,6.910432851
85,5.621677664,6.926416693
85,5.020366718,6.946739303
85,5.757080191,6.117878096
85,5.472315723,6.44727721
85,5.103897117,6.306963461
85,5.672687231,6.455809046
85,5.07343344,6.431928833
85,5.589060866,6.130841102
85,5.940079004,6.629074502
119,9.083355709,4.607976394
119,9.305060054,4.400313254
119,9.112824382,4.986781297
119,9.252046339,4.488855887
119,9.235978056,4.653217544
119,9.571119914,4.659503463
119,9.82113143,4.272441416
119,9.633713307,4.710408707
119,9.682249272,4.477705473
119,9.207408361,4.771226935
119,9.056804064,4.161344895
119,9.347547008,4.808341098
119,9.783571579,4.712606624
119,9.611694676,4.930708416
119,9.186320277,4.308550901
119,9.1140608,4.16000869
119,9.581481047,4.213399638
119,9.971855247,4.943028389
119,9.659917031,4.124553928
119,9.800463983,4.228907503
119,9.997049006,4.162210555
119,9.340136291,4.415960492
119,9.544346461,4.32889281
119,9.406499205,4.163974255
119,9.318344086,4.984670844
119,9.683271261,4.592088666
119,9.305599416,4.217328347
119,9.156692287,4.139580064
119,9.955906922,4.149157517
119,9.488193108,4.416896513
119,9.751563887,4.642981807
119,9.973674629,4.181956861
119,9.458480644,4.825541541
119,9.274950198,4.096194435
119,9.246991628,4.601773999
119,9.539654819,4.547510077
119,9.770966759,4.086503197
119,9.891482579,4.192815943
119,9.664361823,4.077171971
119,9.500150973,4.013952258
119,9.683837924,4.689703005
119,9.087319023,4.830862537
119,9.136292364,4.716705934
119,9.34700961,4.770912512
119,9.624882226,4.020145446
119,9.252656246,4.920241745
119,9.026620567,4.285577564
119,9.644323575,4.61853063
119,9.797718436,4.321674546
119,9.274201075,4.243273571
119,9.778211686,4.032118186
119,9.937242087,4.405700696
119,9.406978789,4.936336511
119,9.118632766,4.415383434
119,9.500933318,4.989850674
119,9.893957994,4.144207688
119,9.454552108,4.268275765
119,9.217635356,4.614165951
119,9.86506063,4.72293569
119,9.288709781,4.730198281
119,9.755310424,4.914657187
119,9.34232389,4.087052833
119,9.007304776,4.984790163
119,9.305774621,4.765234502
100,7.546095826,11.01291151
100,7.620782727,11.79040577
100,7.212784624,11.681177
100,7.655848217,11.96650575
119,9.730408232,4.785664987
119,9.441013765,4.116480503
119,9.739595307,4.261232997
119,9.656745993,4.785643593
119,9.714641615,4.461813378
119,9.975852796,4.624118093
119,9.508296255,4.660446322
119,9.411059985,4.846448294
119,9.998003081,4.426553256
119,9.929543002,4.60511975
119,9.51867404,4.017435981
119,9.643383252,4.685814267
119,9.618672444,4.110318938
119,9.303024675,4.295268129
119,9.470951755,4.336233935
119,9.945585748,4.793540695
119,9.504353343,4.671171616
119,9.34916093,4.946307053
119,9.25705043,4.304645612
119,9.087435267,4.056905509
119,9.233768216,4.095980604
119,9.439211663,4.374730108
119,9.903125711,4.157484517
119,9.114869736,4.853414328
119,9.635047759,4.096859421
119,9.609336966,4.577500615
119,9.26508977,4.464104529
119,9.693203392,4.603382682
100,7.285720584,11.93508134
100,7.462588068,11.42263941
100,7.07473781,11.05689264
100,7.787118715,11.96046604
100,7.067202304,11.02065472
100,7.575897156,11.7002784
100,7.183648869,11.18814337
100,7.465185623,11.36739468
100,7.019115224,11.04042052
100,7.7135485,11.72346274
100,7.670423065,11.3114653
100,7.351704104,11.76933049
100,7.929683857,11.08474811
100,7.819114007,11.49570889
100,7.478588077,11.58027762
100,7.217873858,11.13191184
100,7.819387896,11.27313938
100,7.083624534,11.45484886
100,7.064702825,11.18076822
100,7.929971367,11.39606539
100,7.613115674,11.02102626
100,7.826687812,11.90739583
100,7.588661557,11.93436758
100,7.449110106,11.44163729
100,7.676063913,10.99689536
100,7.198762083,11.45941864
100,7.050712272,11.37054772
100,7.905153667,11.25551606
100,7.150103034,11.3582705
100,7.975669666,11.76199923
100,7.04608915,11.86635163
100,7.574094287,11.88864327
147,2.190052202,8.438914401
147,2.280157057,8.533298511
147,2.602711692,8.541762274
147,2.801090967,8.922411675
147,2.086398779,8.474064979
147,2.885169614,8.809973064
147,2.864978993,8.647442252
147,2.800736665,8.545892607
147,2.295275476,8.773393419
147,2.539191291,8.899750715
147,2.784700902,8.265552749
147,2.615573288,8.215686403
147,2.390799076,8.264345953
147,2.941023468,8.835271714
147,2.459664491,8.353314537
147,2.753148158,8.154204523
147,2.922237729,8.320098438
147,2.398510144,8.312921419
147,2.663876833,8.426974736
147,2.032218419,8.813454559
147,2.656077892,8.645863428
147,2.064001221,8.330296776
147,2.59288376,8.252117096
147,2.533740599,8.13529554
147,2.985284128,8.035834358
147,2.144881011,8.772462367
147,2.40033114,8.987481149
147,2.22661405,8.380220407
147,2.268664505,8.768362096
147,2.778867603,8.593187729
147,2.887105804,8.006010267
147,2.136491668,8.761273593
147,2.738730958,8.43638219
147,2.099735998,8.009414875
147,2.573541637,8.682658377
147,2.622504791,8.88647773
147,2.464491262,8.375699266
147,2.28168607,8.191806221
147,3.009091316,8.438549024
147,2.647088026,8.749851798
147,2.936820501,8.115745704
147,2.285779437,8.291261152
147,2.41397246,8.201961424
147,2.310757895,8.419352349
147,2.230132991,8.498415155
147,2.936193791,8.573303359
147,2.588755511,8.663969659
147,2.656239265,8.913518406
147,2.356560155,8.04618709
147,2.803762722,8.677855129
147,2.279382738,8.421488508
147,2.633794344,8.588171539
147,2.461883065,8.180847574
147,2.663392442,8.035048616
147,2.21522389,8.080298726
147,2.566250331,8.528320827
147,2.152323532,8.617927388
147,2.271865107,8.075279154
147,2.459165525,8.866041322
